keyword,count
몽골,835
참석,826
도매,825
중점관리지역,823
돈육,822
협조,821
의원,820
업체,819
인천시,817
국무총리,816
물가,815
특별,815
6개,811
농장주,810
방안,809
지적,805
자제,803
안전,798
규모,795
차관,795
하락,788
사용,783
가축전염병,778
평균,775
해제,771
반출,770
위험,769
김현수,767
통일부,766
검찰,763
이달,759
전역,756
3주,754
반경,752
발생국,751
4월,743
정밀,742
노력,739
농협,731
치료제,731
입장,728
6월,722
논의,721
1년,718
1만,717
잠복기,712
도축,712
접촉,709
번째,707
출하,705
본부,705
전면,704
인력,703
김포시,703
유럽,702
제품,701
거점소독시설,700
돼지열,698
24일,695
부과,694
접경,689
차원,687
1일,685
양성,682
인상,680
사업,677
역학,677
최선,675
울타리,672
고기,667
일제,665
강원도,665
신속,664
검토,664
19일,663
청와대,660
준비,659
판단,655
활동,655
교육,654
9월,652
교수,647
3일,642
연장,642
부족,637
근로자,636
동원,635
하루,634
상황실,628
치명적,626
사진,625
사이,623
걱정,619
수요,618
소식,616
전년,616
초소,615
정보,614
채취,613
요청,612
이남,609
철원,609
참여,607
소시지,606
소재,606
18일,605
발령,605
위기,602
인접,598
활용,597
지시,596
지속,594
제기,594
수출,588
한반도,583
적발,580
관내,577
거래,577
한편,574
수급,574
재난,572
구축,572
농림축산검역본부,572
문재인,570
오염,569
시료,569
KBS,568
농업,567
기업,567
중단,565
체계,565
가동,565
공무원,563
육류,563
임진강,561
48시간,561
긴장,559
한국당,559
매몰,556
기관,553
강화도,551
닭고기,550
5일,548
북측,547
4일,546
23일,546
7월,545
자체,544
1마리,543
3월,542
통제초소,542
소비자,540
2건,537
공동,537
그동안,534
일주일,526
입국,526
권역,525
수사,524
사전,524
홍성군,523
협의,522
위원장,517
적성면,516
어미,514
공항,514
평화,513
더불어민주당,509
적극,509
전달,509
제안,508
한돈,507
산업부,505
위치,504
캄보디아,504
연기,503
26일,501
가공품,501
분뇨,501
확보,499
외부,499
전문가들,498
이용,497
국경,496
조기,495
국제,495
훈련,493
2월,493
방법,490
타파,488
말씀,487
2차,486
주재,485
즉시,485
역학조사,485
25일,484
OIE,484
일본,483
경매,482
민주당,478
1건,477
지속적,476
불안,475
양주시,472
양주,471
얘기,471
평가,471
가지,470
연속,469
폐기물,465
포획,464
주장,464
7일,463
주문,463
포천,463
DMZ,460
실제,458
돼지들,456
전화,455
수입량,453
추석,452
가량,452
나라,450
초기,450
공식,449
종목,447
농림,447
3곳,444
제외,443
요구,442
방문해,441
밀집,440
소독약,439
연결,437
홍성,436
1곳,436
모습,436
불은면,435
일정,435
투자,435
상승세,434
여행,434
개선,433
환경,432
1차,430
구성,429
모돈,428
진단,427
출혈,427
지사,425
협상,423
추정,423
자리,421
북미,420
3만,418
20일,417
정상회담,417
가족,416
고열,416
유산,413
의견,412
주가,412
3개,411
정오,409
업계,407
1천,406
2만,405
관심,404
안심,404
지수,404
결국,403
합동,402
홍콩,402
위원회,400
제공,399
2천,397
효과,396
매출,395
요인,395
안정,395
국산,395
방역대책,395
위반,395
대형마트,394
최종,393
글로벌,392
트럼프,392
반응,392
장비,392
해수부,392
달러,391
부처,391
예산,390
9일,389
세계동물보건기구,389
이행,389
전남,387
방역활동,386
당장,386
방역대,385
회장,384
반영,380
부담,379
27일,379
행동,379
촉구,378
폭등,376
이개호,376
현안,376
감염경로,374
주변국,372
비교,369
하천,368
여파,368
방역조치,368
주의,367
재개,365
역할,365
리포트,365
자유한국당,365
분야,362
동향,361
선제,361
외국,360
개정,360
전환,359
2일,359
오전10시,358
대화,358
방식,358
도로,358
방송,357
의미,356
이틀,356
30분,354
역학관계,354
상륙,353
과거,351
폐사율,348
검역본부,348
2개,347
브리핑,347
주목,345
5곳,345
돼지농가,344
격상,344
치료,342
경보,342
고비,342
사항,342
만전,342
사체,342
대처,341
경북,341
각종,341
차지,341
타격,340
내년,339
단속,339
항만,339
음식,339
행위,339
공동방제단,338
원내대표,338
해결,338
통진읍,337
현황,336
법무부,336
불안감,335
파평면,334
대규모,333
생산량,333
다음달,331
16일,331
회담,331
거리,330
러시아,329
1회,329
본부장,328
4개,328
고용부,328
사회,328
속도,327
특별관리지역,327
동두천,326
초동,326
업소,325
시민,324
2마리,323
주말,322
조류인플루엔자,322
전문가,322
성장,321
송해면,321
충남도,320
기재부,320
무역전쟁,320
제대로,319
준수,319
세종,319
1월,318
이야기,318
동시,318
전국적,316
초비상,316
일시이동중지명령,313
국정원,311
대회,311
공개,310
6일,310
비핵화,310
대형,308
21일,308
도매시장,308
,307
군수,306
재고,304
이해찬,304
실적,304
단지,302
자료,302
강세,302
8일,302
발언,301
국무회의,301
혈청,301
전남도,300
감안,300
먹이,300
30%,299
10일,299
임상,298
국민들,298
언급,297
취약,297
장기화,296
중국인,296
일반,295
여야,295
정확,294
충북도,294
어려움,294
범위,293
마릿수,293
10월,293
돼지고깃값,292
1주년,292
입구,292
규정,291
종합,291
최소화,290
두수,290
이동중지명령,290
총동원,289
합의,289
집중적,288
동기,288
대만,287
부진,286
29일,286
고용,286
1억,285
소비자들,285
개정안,284
건수,284
사실상,284
석모도,284
농가들,284
모임,284
배제,284
미국산,283
차례,283
주민,283
9시,283
정현규,283
500m,280
접근,280
상승률,280
보유,280
급증,279
자강도,279
개체,279
기사,279
10%,279
수도권,278
직원,278
해외여행,278
복지부,277
7시,275
절반,275
목소리,275
조짐,274
남부,274
단체,273
나머지,273
삼산면,272
국방부,272
주민들,270
포인트,270
소고기,270
공유,270
백학면,270
정치,270
뉴스1,270
선정,269
종사자,268
연구원,268
부산,267
대북,267
충북,266
지침,266
가까이,265
식량,265
대변인,265
인하,265
축협,265
의혹,265
경찰,265
구매,265
위험성,264
시점,264
외부인,263
내부,262
수의사,262
2시,261
매뉴얼,261
근무,261
실장,260
비축,260
공장,260
정부세종청사,259
공포,259
실태,258
5건,258
모니터링,258
초동방역팀,258
포천시,258
수칙,258
고병원성,257
북상,257
센터,257
물품,257
안내,257
40%,256
충분히,256
돌입,256
노동자,256
조정,255
건강,255
구체적,254
3건,254
축산업,254
지방자치단체,253
3차,253
제주,253
감사,252
소매,252
보호,251
의심축,251
지도,251
분위기,251
사람들,250
캠페인,250
1주일,250
가공,250
세계적,250
강화읍,250
매몰지,250
정상,250
식당,249
28일,249
9건,248
매개체,248
10시,247
대대적,247
민생,247
전월,247
냉동,247
4명,247
취재,247
개소,247
냉장,246
업무,246
체제,246
별도,245
축소,244
5마리,244
2명,244
세종청사,244
귀국,243
변화,243
교류,243
방향,243
4천,243
발생지,242
발생농장,242
축산차량,242
8시,241
관측,241
통계청,241
3년,240
시도,239
비판,239
실패,238
이외,238
만두,238
언론,238
중국산,237
종료,237
마무리,237
역량,236
영상,236
예방백신,236
연다산동,236
검색,236
지방,236
30일,235
주력,235
현상,235
5개,235
관계부처,234
보고서,233
남쪽,233
도매가격,233
베이징,232
차이,232
문화,232
이재욱,232
어미돼지,231
4곳,231
국감,231
적용,231
농산물,230
순대,230
은현면,229
창궐,229
헤럴드경제,227
인식,227
제시,227
FAO,227
생산자,227
김정은,227
3km,226
하점면,225
접경지,224
남하,224
당정,224
시ㆍ군,224
흑사병,223
정육점,223
평년,223
여당,223
사고,222
확정,222
가정,222
마을,221
방역망,221
철원군,221
집계,220
행정력,220
등지,220
제도,220
파동,220
비무장지대,219
선언,219
태세,219
논란,219
전문,219
5만,219
인체,219
야당,218
내달,217
오름세,217
현지,217
통화,217
kg,216
과장,216
추세,216
관련주,215
전담,215
확진판정,214
야생동물,214
일대,214
한우,214
사료공장,213
혁신,213
발전,213
서비스,213
선제적,213
폐사체,213
관세,212
캐나다,212
명절,212
행정안전부,212
전략,212
판명,211
22일,210
쓰레기,209
회복,208
절차,208
혈액,208
공급량,208
신청,208
소독제,207
질문,207
계기,207
격려,207
장소,207
품목,207
선박,206
고민,206
지급,205
간담회,205
경계,205
휴대품,205
제재,204
집회,204
대한민국,204
오리무중,204
20%,203
유행,203
발병국,203
단백질,203
Fever,203
민간,203
성과,202
Swine,202
차질,201
학교,201
단위,201
시중,201
인원,201
위생,200
소독약품,200
농촌,199
소폭,199
설정,199
1분기,199
사건,198
시민들,198
예방법,198
4만,197
연락,197
국경검역,197
이동제한,196
대한한돈협회,196
대두,196
제주도,196
5년,196
소규모,196
개혁,195
가열,195
자원,195
스페인,195
회사,195
압박,194
국내산,194
경고,194
해양,194
자신,194
매수,194
종식,194
허용,193
담당관,193
지난주,193
5천,193
2주,193
비용,192
1,192
무역,192
청정,192
의사,192
연휴,192
국제기구,191
배치,191
측면,191
특단,191
9곳,191
급감,191
뉴욕,190
필요성,190
김준영,190
서울청사,190
통과,190
제출,190
강도,189
회동,188
전멸,187
열처리,187
공정위,186
실무협상,186
사안,186
규제,186
마지막,185
가상,185
감염병,185
통보,185
감시,185
부총리,184
긴장감,184
6곳,184
한돈협회,184
소비국,184
마트,183
관찰,183
주인,183
시세,182
2회,182
인구,182
생존,182
조성,181
하락세,181
일제소독,181
SOP,181
필리핀,181
마음,181
직원들,181
진입,180
그다음,180
활성화,180
이재명,180
8개,179
형성,179
위축,179
섭취,179
살포,179
수입식품,179
소속,178
링링,178
매체,178
인천공항,178
운반,178
3천,177
편성,177
관세청,177
식물,177
수혜,177
폐기,177
의약품,177
협의회,176
목적,176
대책회의,176
이슈,176
인터뷰,175
최소,175
2년,175
열흘,175
핵심,175
12시,174
국정감사,174
항공기,174
위협,174
행안부,174
혈청검사,174
조류,173
경유,173
7개,173
개인,173
한미,172
70%,172
복구,172
제조,172
평소,171
미래,171
외교부,170
현지시간,170
평양,170
한숨,170
유엔,170
6만,170
1명,169
기념식,169
증시,169
지목,169
실시간,169
기대감,168
4마리,168
당국자,168
군부대,167
벌금,167
채혈,167
점검회의,167
6천,166
방역작업,166
상대적,166
농민,166
관계기관,165
코스피,165
최악,165
출입차량,164
착수,164
고성,164
프로그램,164
심리,164
잠정,164
유관기관,164
악화,163
도살,163
동참,163
비중,163
구조,163
통일,163
급성,162
가공식품,162
금리,162
4건,162
1000만,162
1인,162
랴오닝성,161
범정부,161
시대,161
출발,161
생활,161
통계,161
것들,161
울산,160
풀이,160
방제,160
TF,160
3마리,159
전일,159
소비량,159
일각,159
미흡,159
수산,159
분들,159
도움,158
주식,158
등록,158
마감,158
완화,158
고양,158
12일,157
상향,157
경북도,157
현실,157
조명래,157
국장,157
동물위생시험소,157
광주,157
재난안전대책본부,157
전염성,157
경기북부,157
수의학,156
미얀마,156
본격적,156
소독소,156
전격,156
보장,155
라오스,155
해소,155
선물,155
양고기,155
관계자들,155
시행령,155
압수수색,155
이해,155
조절,154
경각심,154
헝가리,154
관리법,154
의원들,154
동반,154
변수,154
경험,154
경남,153
중앙,153
도포,153
남측,153
YTN,152
예측,152
변경,152
부탁,152
감독,152
성공,151
상품,151
그간,150
손실,150
벨기에,150
50%,150
진입로,150
여름,150
개성,149
변동,149
African,149
관제,149
갈등,149
파견,149
메시지,149
우수,148
예고,148
안팎,148
6개월,148
방역상황,148
탐지견,148
바다,148
기회,147
오후2시,147
안정세,147
외교,147
진전,147
보조금,146
우희종,146
3개월,146
소개,146
이글벳,146
출신,146
구멍,146
세관,146
나흘,146
접종,146
옹진군,145
효과적,145
음성군,145
연간,145
코스닥,144
동유럽,144
먹거리,144
위원,144
소장,144
9만,144
초동방역,143
500만,143
평안북도,143
농협중앙회,143
관광객,143
행정,143
전시,143
해외여행객,142
완전,142
불가능,142
의지,142
식료품,142
현장점검,142
보상,142
3시,142
한국농촌경제연구원,142
5번,141
황교안,141
반대,141
여행자,141
하태식,141
남북관계,141
희망,141
치료약,141
우시군,141
폭염,141
있지,141
작용,141
4번,141
PPI,140
하노이,140
일반적,140
우진비앤지,140
대체,140
양돈산업,140
100만,140
김연철,140
1조,140
반등,139
음식물쓰레기,139
방목,139
농민들,139
붕괴,139
고통,139
농림부,139
구입,139
인정,138
바람,138
보완,138
4차,138
해석,138
화천,138
수립,138
임명,138
농업농촌부,138
시행규칙,138
유통업계,138
지점,137
새끼,137
유엔총회,137
강화서,137
방어,137
일원,137
분비물,137
약품,137
지부,137
책임,136
미중,136
KT,136
한국은행,136
주관,136
소주,135
관광,135
일자리,135
기자회견,135
7곳,135
개체수,135
대정부질문,135
7건,135
선양,135
근절,135
의심증상,135
반발,135
2분기,134
최장,134
추적,134
특파원,134
주년,134
증세,134
생존력,133
직접적,133
상한가,133
흐름,133
화성,133
공정,133
세종시,133
MBC,133
거론,133
공판장,132
뉴시스,132
정상화,132
가을,132
마니커,132
비율,132
광천읍,132
육포,132
휴전선,132
추이,132
전용,131
4시,131
대로,131
도시,131
0.3%,131
과일,131
네팔,131
기준금리,130
상임위,130
퇴치,130
홈페이지,130
드론,130
정부서울청사,130
민통선,130
충격,130
독일,130
인간,130
행사장,130
1위,130
13일,130
통합,129
총력전,129
바른미래당,129
심의,129
평양공동선언,129
품질,129
양도면,129
지부장,129
가용,128
이천시,128
태국,128
허가,128
국제유가,128
재정,127
급성형,127
의장,127
개편,127
답변,127
둔화,127
미세먼지,127
미탁,126
사무소,126
여행객들,126
사흘,126
취재기자,126
페스티벌,126
유가,126
소비자물가,126
발생지역,126
1천만,126
자국,126
확산방지,126
사살,126
폴란드,126
1개,125
추경,125
농장들,125
서울대,125
신뢰,125
노동신문,125
독려,125
전량,125
예의주시,125
일시적,124
신경,124
대구,124
출연,124
산지,124
상반기,124
사육돼지,124
급등세,124
보통,124
10년,124
소독시설,124
국면,124
거부,124
수치,124
천안,123
치료법,123
전개,123
한은,123
도착,123
산하,123
어선,123
전쟁,122
소통,122
육계,122
도널드,122
도라산역,122
농업인,121
가구,121
총선,121
장기,121
온라인,121
시각,121
저작권자,121
위안,121
방역관,121
근거,121
시청,121
대학,121
백광소재,121
15일,121
며칠,121
SNS,121
사상,121
식욕,121
상대,120
긴급행동지침,120
피부,120
선우선영,120
방역태세,120
김천,120
10개,120
중국발,120
인플루엔자,119
사과,119
움직임,119
원천,119
수행,119
포럼,119
근무자,119
바이오,118
제조업,118
11일,118
가축방역관,118
육박,118
전후,118
촉진,117
발병지,117
단독,117
존재,117
2,117
여의도,117
항체,117
염두,117
운행,117
호소,117
양구,117
공조,117
인기,116
주시,116
영업이익,116
민심,116
상시,116
잠복,116
안보,116
9번,116
CJ제일제당,116
소득,115
종류,115
검찰개혁,115
파장,115
건의,115
징역,115
사정,115
총재,114
주최,114
수습,114
기본,114
도매상,114
체결,114
대기,114
한계,113
이인영,113
수위,113
3분,113
강화대교,113
아들,113
판문점,113
제작,113
뉴스1코리아,113
인적,113
무게,113
취지,112
100g,112
요령,112
고조,112
한돈자조금,112
일선,112
탄핵,112
의결,112
약세,111
서민,111
77마리,111
비난,111
참가,111
화재,111
권고,111
배부,111
표현,111
청소,111
자유,110
폐업,110
초반,110
분변,110
1개소,110
북상협동농장,110
경매가,110
하구,110
구간,110
손님,110
지지율,110
4대,110
공기,109
북쪽,109
우리손에프앤지,109
다행,109
법안,109
마이너스,109
개국,109
기구,109
수거,109
대체육,109
소매가,109
페이스북,108
음식점,108
부회장,108
실정,108
정경심,108
10만,108
분류,108
불편,108
초동대응,108
부서,108
승인,108
서식,108
나경원,108
기념행사,108
치사,107
본격화,107
생명,107
거점소독소,107
이동통제,107
강타,107
발급,107
2억,107
소비자가격,107
한국농수산식품유통공사,107
각오,107
대체재,107
부각,107
홍보물,106
밀수,106
긴급회의,106
진천,106
14일,106
축산관계자,106
부검,106
얼마,106
9개,106
박병홍,106
브라질,106
업체들,106
풍토병,106
전체회의,105
회의실,105
한강하구,105
초긴장,105
대표적,105
표시,105
공격,105
청년,105
인사,104
안성,104
5%,104
내외부,104
항원,104
하림,104
8천,104
샘플,104
인삼,104
연준,104
인터넷,104
위기경보,103
동일,103
단기,103
스스로,103
신설,103
엑스레이,103
직전,103
거래일,103
4,103
예비비,103
포획틀,103
전북,103
축산물품질평가원,103
차관회의,103
부인,103
출입자,103
수석,102
3회,102
조심,102
국정,102
충청,102
부산물,102
정리,102
더불어,102
이래,102
여건,102
각국,102
유도,102
휘발유,102
국무위원장,101
일자,101
포기,101
지지,101
각지,101
겨울,101
조직,101
감염원,101
본인,101
Standstill,101
서울시,101
개막,101
원료,101
이틀간,101
본회의,101
긍정적,101
11월,101
보험,101
3명,101
급파,100
미산면,100
홍남기,100
여론,100
소매가격,100
형태,100
의문,100
식품산업정책실장,100
소유,100
원점,100
조합장,100
경기지역,100
소집,100
폐쇄,100
고객,100
침투,100
근처,100
머니투데이,100
배문숙,99
식품부,99
방역관리,99
모색,99
울주군,99
2017년,99
실무,99
출하량,99
북부지역,99
조처,99
이재갑,99
자동차,99
여성,99
투쟁,99
양돈장,99
도매가,99
주제,98
남한,98
박람회,98
머니투데이방송,98
최고치,98
SCMP,98
특정,98
안락사,98
고양시,98
역사,98
규명,98
양돈농가들,98
집행,97
자치구,97
평화의,97
혐의,97
이마트,97
부대,97
인천항,97
국립환경과학원,97
보관,97
안전성,97
문자,97
공문,97
정권,97
약속,97
운용,97
방역체계,96
2018년,96
요즘,96
자금,96
정비,96
신문,96
건국대,96
계류장,96
배출,96
전통시장,96
노영희,96
출몰,96
진영,96
지대,96
완벽,96
31일,96
운전자,96
안성시,96
현행,95
에너지,95
철책,95
소독작업,95
2015년,95
청사,95
야생멧,95
의식,95
설립,95
열성,95
전화예찰,95
역대,95
자강,95
보급,95
정책위의장,95
원칙,94
지도부,94
삭발,94
영상편집,94
도지사,94
강원지역,94
박능후,94
무해,94
8곳,94
쇠고기,94
플랫폼,94
오찬,94
김병원,94
4개월,94
선포,94
출국,94
광역,94
외식,94
경매가격,93
초지대교,93
반복,93
서민들,93
운송,93
CPI,93
충청권,93
특징,93
인수,93
소요,93
보따리상,93
노선,93
광장,92
가축방역심의회,92
박지원,92
제조업체,92
A씨,92
팀장,92
급식,92
방역초소,92
시험,92
호주,92
국가정보원,92
공연,91
1주,91
자택,91
보건,91
애초,91
유람선,91
제거,91
중순,91
오리,91
리스크,91
수혜주,91
수산물,91
현수막,91
2번,91
순방,91
6건,90
불만,90
전반적,90
미만,90
협업,90
기조연설,90
추진상황,90
군사,90
생산물,90
사육중,90
연계,90
ICT,90
랴오닝,90
복지,90
GPS,90
징후,90
연설,90
작성,90
추산,90
우성사료,90
생매장,89
정밀조사,89
방역수칙,89
일환,89
이동중지,89
DNA,89
부착,89
경쟁,89
사육두수,89
수원시,89
동남아시아,89
압력,89
침입,89
강풍,89
혼란,89
촉각,89
가축질병,89
인천국제공항,89
2016년,89
가스,88
청산면,88
선택,88
석회,88
안정적,88
통화정책,88
전통,88
3대,88
최고수준,88
EU,88
개장,87
원유,87
관리지역,87
자진,87
밀집지역,87
기피제,87
입국장,87
출입구,87
도민,87
축산시설,87
수단,87
10곳,87
5명,86
동남아,86
60%,86
가축위생방역지원본부,86
2배,86
휴장,86
상상,86
토로,86
곤충,86
전북도,86
전반,86
질식사,86
간사,86
국회의원,86
지자체들,86
4배,86
1시,86
비바람,86
수입육,86
인용,86
청주공항,86
고강도,86
X-ray,86
물질,86
동두천시,86
진드기,85
반도체,85
0.5%,85
여름철,85
고심,85
테마,85
산불,85
지역별,85
행복,85
주도,85
이름,85
출시,85
유일한,85
정보위원회,85
향상,85
후속,85
병행,85
취임,85
당일,85
바탕,85
압수,85
침출수,85
출동,85
가치,85
대전,85
협동,85
생산자단체,85
문화제,84
성공적,84
영상취재,84
배합사료,84
기념,84
등장,84
전수조사,84
중부매일,84
확장,84
병원,84
경기도청,84
발생농가,84
충북일보,84
재해,84
금융,84
법정전염병,84
심사,84
연관,83
취급,83
돈사,83
한탄강,83
특성,83
청주,83
소진,83
노출,83
현실화,83
기획재정부,83
물론,83
이지바이오,83
인도적,83
중요성,83
구분,83
손해,83
13.7,83
처벌,83
분주,83
귀성객,83
8만,82
방북,82
유튜브,82
생물,82
9개월,82
기업들,82
성수기,82
확산세,82
계약,82
초청,82
진출,82
대안,82
경쟁력,82
경남도,82
수집,82
양상,82
활력,82
담화문,81
방역기관,81
가금류,81
대란,81
기여,81
안정화,81
5시,81
중대,81
차량들,81
실질적,81
수하물,81
할머니,81
양승조,81
포착,81
일종,81
경기도지사,81
거래소,81
제독,81
과학,81
상담,81
국제사회,81
농정,80
등급,80
정원,80
추가적,80
사장,80
1개월,80
부대변인,80
자돈,80
7번,80
3,80
만일,80
환노위,80
성장률,80
도중,80
악재,80
대응책,80
햄버거,80
소환,80
질의,80
다수,80
소독차량,80
영국,79
8건,79
2개소,79
거주,79
보강,79
안간힘,79
부위,79
위안화,79
수익성,79
길목,79
시름,79
보은군,79
김현권,79
안녕,79
진천군,78
전력,78
소지,78
하천수,78
유럽연합,78
도심,78
부시장,78
공간,78
공동선언,78
한돈농가,78
기자들,78
국정조사,78
사랑,78
대국민,78
시내,78
진정,78
물가상승률,78
생산국,78
한미정상회담,78
정국,78
종합적,78
시진핑,78
육성,78
집단,78
전담관,78
유출,78
제주공항,78
사업장,78
반려동물,78
출석,78
식탁,78
조류독감,77
입법,77
부정,77
동의,77
무기한,77
국적,77
돼지과,77
폭우,77
옹진,77
발열,77
24시간,77
정쟁,77
12월,77
재점검,77
하나로,77
토대,77
사수,77
디플레이션,77
부근,77
연일,77
1대,76
시험소,76
트라우마,76
연내,76
이산화탄소,76
자치,76
개별,76
사우스차이나모닝포스트,76
도태,76
적정,76
14개,76
조건,76
방역본부,76
겨울철,76
실현,76
22마리,76
25%,76
달성,76
고향,76
덴마크,76
조정식,76
수원,75
자연,75
파리,75
위기감,75
이력,75
7천,75
체감,75
수익,75
유효,75
청정지역,75
신규,75
공익,75
3%,75
주석,75
출입국,75
2대,75
정치권,75
곡물,75
4~19일,75
발간,75
증권,75
지하수,74
부실,74
중구,74
1%,74
원래,74
테마주,74
제일바이오,74
허점,74
법원읍,74
협동농장,74
축산업계,74
농무부,74
농업기술센터,74
발동,74
아산시,74
재활용,74
사육량,74
지적도,74
악몽,74
육가공품,74
출입통제,73
서해,73
동월,73
보수,73
직할시,73
질병관리본부,73
케냐,73
강구,73
정식,73
2조,73
비욘드미트,73
11시,73
업종,73
재앙,73
증폭,73
공통점,73
단기간,73
지표,73
ASF·African,73
항공,73
바닥,72
극복,72
총회,72
각별,72
충주시,72
왼쪽,72
박사,72
법정,72
시일,72
성분,72
박천규,72
방출,72
변동성,72
긴급방역,72
협회,72
3번,72
중국인들,71
김상조,71
철통,71
토론회,71
직격탄,71
doso7,71
윤동주,71
4억,71
농축산물,71
5당,71
정례,71
채소,71
조금,71
능력,71
매장,71
의심사례,71
카드,71
상장,71
충주,71
개월,71
OBS,71
상승폭,70
재고량,70
열차,70
협력방안,70
민주평통,70
일제검사,70
유력,70
일주일간,70
6번,70
물적,70
금액,70
고발,70
교육부,70
임상검사,70
충남지역,70
사멸,70
5G,70
해상,70
확충,70
인증,70
배합,70
수의,70
무료,70
분쯤,70
국비,69
개성공단,69
시사,69
요소,69
채널,69
관할,69
이동통제초소,69
의원실,69
자녀,69
아세안,69
000원,69
농업관측본부,69
캐나다산,69
조업,69
라디오,69
식욕부진,69
돈육가공품,69
양돈업계,69
합류,69
무역협상,69
반점,69
특성상,69
원내,68
응답,68
통신,68
우시,68
남북정상회담,68
다큐멘터리,68
브랜드,68
근로,68
정상적,68
빅데이터,68
한정,68
박효인,68
0.2%,68
효율적,68
종로구,68
양국,68
배경,68
영상회의,68
음성판정,68
5개월,68
종사,68
통지문,68
대목,68
금겹살,68
80%,68
오전8시,68
벨기에산,68
복귀,68
소각,67
최우선,67
매몰처분,67
노고,67
3개소,67
매개,67
확률,67
매도,67
파손,67
경기농협,67
전기,67
농축산,67
성윤모,67
공감,67
유치,67
천안시,67
저지선,67
철새,67
재현,67
공식적,67
직불제,66
이익,66
총기,66
신중,66
파면,66
인천지역,66
감축,66
7만,66
분기,66
포르투갈,66
삼계탕,66
식약처,66
검역관,66
가방,66
30년,66
대륙,66
13%,66
점검반,66
A농장,66
국경절,66
소견,66
여권,66
맥주,66
속보,66
반입금지,66
울산시,66
제한적,66
외국산,66
방어선,65
법률,65
체험,65
경향,65
과잉,65
의뢰,65
채택,65
생산성,65
재료,65
외국인근로자,65
숫자,65
원활,65
소독조치,65
이산가족,65
데이터,65
유일,65
1차관,65
소비심리,65
공세,65
사망,65
2019년,65
청취,65
종돈장,65
중소기업,65
태도,64
obs.co.kr,64
기조,64
전체적,64
작업장,64
예산군,64
겹살,64
증인,64
체육,64
초래,64
환율,64
3국,64
투자자들,64
창문,64
통계국,64
victorylba,64
내륙,64
국외,64
날씨,64
임병안,64
결렬,64
예방접종,64
측정,64
회관,64
비육돈,64
the300,64
사우디,64
검역당국,64
필증,64
추출,64
대량,64
생산자물가지수,63
청주시,63
실험실,63
가공업체,63
발현,63
광범위,63
중대본,63
